Keyword,TEDLIUM_SampleID,TED_TALK_ID,TEDLIUM_SET,MSWC_AudioID,start_time,end_time,confidence
and,10,train,911Mothers_2010W,and/common_voice_en_536277.opus,73.3443125,73.48443750000001,0.8558789279278634
don't,28,train,911Mothers_2010W,don’t/common_voice_en_18579443.opus,267.2636875,270.01425,0.8099779257609043
and,22,train,911Mothers_2010W,and/common_voice_en_131599.opus,141.70925,142.933,0.9869578991617475
put,24,train,911Mothers_2010W,put/common_voice_en_671531.opus,174.0563125,174.1969375,0.9812876922743661
when,21,train,911Mothers_2010W,when/common_voice_en_692301.opus,130.66062499999998,130.780875,0.99216361840566
when,27,train,911Mothers_2010W,when/common_voice_en_18134366.opus,219.48175,222.005375,0.8325758798358341
story,29,train,911Mothers_2010W,story/common_voice_en_648216.opus,277.1434375,277.54425,0.712377742980425
young,32,train,911Mothers_2010W,young/common_voice_en_18428385.opus,342.6693125,342.9098125,0.7658092984169288
the,25,train,911Mothers_2010W,the/common_voice_en_20063411.opus,194.984125,196.8889375,0.7530128587968647
eyes,26,train,911Mothers_2010W,eyes/common_voice_en_602101.opus,207.2435625,207.4440625,0.7825549901928752
can,33,train,911Mothers_2010W,can/common_voice_en_17966009.opus,357.69175,357.8728125,0.9781736466619704
for,30,train,911Mothers_2010W,for/common_voice_en_20040900.opus,318.82375,321.0675,0.7579442207934335
something,34,train,911Mothers_2010W,something/common_voice_en_122229.opus,364.3415,364.66249999999997,0.9260765090584755
talk,31,train,911Mothers_2010W,talk/common_voice_en_662268.opus,332.2608125,335.986875,0.9233785900520161
circle,43,train,911Mothers_2010W,circle/common_voice_en_19777251.opus,415.983875,416.42618749999997,0.8656498660012528
which,36,train,911Mothers_2010W,which/common_voice_en_22368136.opus,379.2678125,379.4684375,0.8450354278087616
much,35,train,911Mothers_2010W,much/common_voice_en_19981881.opus,372.82874999999996,373.0490625,0.8789751529693605
members,40,train,911Mothers_2010W,members/common_voice_en_21145683.opus,394.53081249999997,394.93474999999995,0.8071581869459378
those,39,train,911Mothers_2010W,those/common_voice_en_637226.opus,391.9124375,392.3141875,0.9011148288846016
frankly,37,train,911Mothers_2010W,frankly/common_voice_en_18475507.opus,386.4564375,386.85749999999996,0.8730480462214594
time,38,train,911Mothers_2010W,time/common_voice_en_115551.opus,389.263,389.52524999999997,0.9231721702604913
people,44,train,911Mothers_2010W,people/common_voice_en_595502.opus,419.59325,419.8735625,0.8437938858125043
sorry,46,train,911Mothers_2010W,sorry/common_voice_en_607332.opus,434.741375,435.14225,0.8444606824170477
others,42,train,911Mothers_2010W,others/common_voice_en_503551.opus,410.2760625,410.536375,0.6367533925087733
all,41,train,911Mothers_2010W,all/common_voice_en_17264377.opus,396.621625,396.881875,0.8581149667308916
after,50,train,911Mothers_2010W,after/common_voice_en_20291600.opus,470.33149999999995,470.61325,0.9259172451224263
know,47,train,911Mothers_2010W,know/common_voice_en_613469.opus,440.583375,440.72393750000003,0.7125959662994968
end,49,train,911Mothers_2010W,end/common_voice_en_631737.opus,467.5645625,467.724875,0.949504055082798
know,45,train,911Mothers_2010W,know/common_voice_en_579348.opus,428.422125,428.78325,0.7805845106671465
under,51,train,911Mothers_2010W,under/common_voice_en_663100.opus,479.09900000000005,479.779875,0.8194978594280945
totally,53,train,911Mothers_2010W,totally/common_voice_en_20162339.opus,492.08662499999997,492.52774999999997,0.8931086224249818
own,54,train,911Mothers_2010W,own/common_voice_en_670208.opus,495.8516875,496.11287500000003,0.9209152849820944
that,48,train,911Mothers_2010W,that/common_voice_en_600527.opus,444.7756875,444.9561875,0.7800986104541354
and,56,train,911Mothers_2010W,and/common_voice_en_20016757.opus,503.88525,503.965625,1.4185220607045371e-05
had,52,train,911Mothers_2010W,had/common_voice_en_50492.opus,486.53406249999995,487.81674999999996,0.9011474624276161
other,57,train,911Mothers_2010W,other/common_voice_en_20757566.opus,508.9126875,509.133375,0.7370551181110468
i'm,58,train,911Mothers_2010W,i’m/common_voice_en_18090936.opus,517.8876875,518.047875,0.8471462745219469
have,55,train,911Mothers_2010W,have/common_voice_en_553218.opus,499.3565625,499.75787499999996,0.9151953965425552
like,64,train,AJJacobs_2007P,like/common_voice_en_1757675.opus,16.620124999999998,16.7825,0.873312356416136
you,59,train,911Mothers_2010W,you/common_voice_en_18125034.opus,523.4356875,523.5760625,0.9320694804191589
thought,62,train,AJJacobs_2007P,thought/common_voice_en_614295.opus,12.252749999999999,12.434375,0.8848464900834693
people,60,train,911Mothers_2010W,people/common_voice_en_19463376.opus,540.427,540.8479375,0.8536830467507159
and,66,train,AJJacobs_2007P,and/common_voice_en_21221.opus,25.446625,25.8733125,0.8292009106704553
topics,65,train,AJJacobs_2007P,topics/common_voice_en_58568.opus,19.3528125,19.9135,0.9823050413812909
and,63,train,AJJacobs_2007P,and/common_voice_en_44332.opus,15.6755625,15.857312499999999,0.7499731646643747
hope,61,train,911Mothers_2010W,hope/common_voice_en_58488.opus,564.0110625,564.2115625,0.8891290849074721
and,71,train,AJJacobs_2007P,and/common_voice_en_572257.opus,49.595062500000004,49.7583125,0.6365320691838935
magazine,68,train,AJJacobs_2007P,magazine/common_voice_en_20004510.opus,32.04575,32.426812500000004,0.9523610864814959
people,69,train,AJJacobs_2007P,people/common_voice_en_672464.opus,39.182875,39.5434375,0.9492370337247849
exceptions,75,train,AJJacobs_2007P,exceptions/common_voice_en_21868842.opus,80.46549999999999,80.68618749999999,0.007881323512115688
month,72,train,AJJacobs_2007P,month/common_voice_en_20406071.opus,54.834875000000004,55.0151875,0.908550500869751
see,67,train,AJJacobs_2007P,see/common_voice_en_142277.opus,27.574812499999997,27.71575,0.8447847802724157
they,70,train,AJJacobs_2007P,they/common_voice_en_576406.opus,44.232062500000005,46.9221875,0.7819829769665375
wonderful,73,train,AJJacobs_2007P,wonderful/common_voice_en_18453105.opus,61.3339375,61.7143125,0.89037976944574
sense,78,train,AJJacobs_2007P,sense/common_voice_en_8731579.opus,95.864125,96.0844375,0.7694237106479704
and,74,train,AJJacobs_2007P,and/common_voice_en_14070732.opus,69.065625,69.165875,0.9161646127700805
reading,79,train,AJJacobs_2007P,reading/common_voice_en_504643.opus,112.304375,112.64524999999999,0.866133859482729
mouth,76,train,AJJacobs_2007P,mouth/common_voice_en_552301.opus,85.516375,85.83775,0.7873763904257487
east,80,train,AJJacobs_2007P,east/common_voice_en_22400379.opus,121.88068750000001,122.06125,0.9633792572551303
life,77,train,AJJacobs_2007P,life/common_voice_en_19819604.opus,91.9784375,92.2789375,0.8059098017713872
the,81,train,AJJacobs_2007P,the/common_voice_en_19621773__2.opus,127.1525625,127.232875,0.8487032055854797
you,83,train,AJJacobs_2007P,you/common_voice_en_180402.opus,143.0196875,144.5263125,0.7510567822027951
some,84,train,AJJacobs_2007P,some/common_voice_en_61766.opus,147.1340625,147.2743125,0.8517352683203561
most,86,train,AJJacobs_2007P,most/common_voice_en_19789561.opus,157.806,158.0265625,0.9066240629130831
love,82,train,AJJacobs_2007P,love/common_voice_en_21648313.opus,134.3144375,134.5145625,0.8464515392668546
living,87,train,AJJacobs_2007P,living/common_voice_en_639695.opus,165.606375,165.8670625,0.798861086082
and,88,train,AJJacobs_2007P,and/common_voice_en_19430797.opus,167.2589375,167.562875,0.8736340860525776
the,89,train,AJJacobs_2007P,the/common_voice_en_17296906__2.opus,171.017125,171.097375,0.9492907226085663
very,91,train,AJJacobs_2007P,very/common_voice_en_21250991.opus,183.455375,183.676625,0.7351833038190029
love,85,train,AJJacobs_2007P,love/common_voice_en_160587.opus,151.081,151.2818125,0.8699027311056853
issue,92,train,AJJacobs_2007P,issue/common_voice_en_20555784.opus,188.957125,189.2376875,0.7309413114351173
the,90,train,AJJacobs_2007P,the/common_voice_en_561706.opus,178.02375,179.1459375,0.8418911099433899
rise,94,train,AJJacobs_2007P,rise/common_voice_en_20151541.opus,203.56525,203.9058125,0.8360517109752382
bibles,99,train,AJJacobs_2007P,bibles/common_voice_en_20286580.opus,231.497625,233.2663125,0.8970688403089297
decided,93,train,AJJacobs_2007P,decided/common_voice_en_612639.opus,194.85975,195.421,0.8884637067562186
sent,100,train,AJJacobs_2007P,sent/common_voice_en_18628077.opus,235.9791875,236.1800625,0.9225765556097031
the,95,train,AJJacobs_2007P,the/common_voice_en_631946__2.opus,209.21574999999999,209.2959375,0.7447713653091341
down,103,train,AJJacobs_2007P,down/common_voice_en_18560323.opus,250.85475,251.0565,0.800259357555268
picking,98,train,AJJacobs_2007P,picking/common_voice_en_625152.opus,227.0816875,227.4226875,0.9373045438791022
and,102,train,AJJacobs_2007P,and/common_voice_en_20027071.opus,247.7,247.7603125,0.0001931297532185757
lord,101,train,AJJacobs_2007P,lord/common_voice_en_18684803.opus,241.4375,244.946625,0.8823940108995885
did,97,train,AJJacobs_2007P,did/common_voice_en_86477.opus,218.543625,218.6838125,0.9906050562858582
commandments,106,train,AJJacobs_2007P,commandments/common_voice_en_19736405.opus,261.417875,262.1395,0.9248747439123801
rules,105,train,AJJacobs_2007P,rules/common_voice_en_94889.opus,257.2031875,257.6864375,0.900277360649254
seriously,108,train,AJJacobs_2007P,seriously/common_voice_en_18649429.opus,274.174125,274.6171875,0.825337198121071
follow,109,train,AJJacobs_2007P,follow/common_voice_en_20840863.opus,275.8214375,276.2621875,0.7681173156704343
hundred,104,train,AJJacobs_2007P,hundred/common_voice_en_18415733.opus,256.2570625,256.6789375,0.6700731941903335
rid,115,train,AJJacobs_2007P,rid/common_voice_en_568997.opus,313.7464375,313.8873125,0.7392661624721119
wife,112,train,AJJacobs_2007P,wife/common_voice_en_21768999.opus,299.10893749999997,299.3314375,0.8805723781274124
very,107,train,AJJacobs_2007P,very/common_voice_en_696108.opus,268.5660625,268.78625,0.7346668119796298
airport,111,train,AJJacobs_2007P,airport/common_voice_en_20657617.opus,295.2525,295.7145625,0.8507421042608179
know,110,train,AJJacobs_2007P,know/common_voice_en_482346.opus,285.71856249999996,285.83881249999996,0.6685271180904238
the,113,train,AJJacobs_2007P,the/common_voice_en_18296__2.opus,300.2433125,300.3446875,0.6669607711723075
wanted,117,train,AJJacobs_2007P,wanted/common_voice_en_691603.opus,327.7310625,327.9723125,0.8301142292718092
like,119,train,AJJacobs_2007P,like/common_voice_en_17856352.opus,338.62231249999996,338.7826875,0.9954329654574394
men,116,train,AJJacobs_2007P,men/common_voice_en_38899.opus,318.7465625,322.21412499999997,0.9036916640880835
there's,120,train,AJJacobs_2007P,there’s/common_voice_en_18522346.opus,344.53368750000004,344.75468750000005,0.887194427576932
getting,118,train,AJJacobs_2007P,getting/common_voice_en_17372366.opus,334.19993750000003,334.460625,0.9985947333849393
was,114,train,AJJacobs_2007P,was/common_voice_en_22368816.opus,303.2216875,303.30174999999997,0.27387657831422985
able,124,train,AJJacobs_2007P,able/common_voice_en_687964.opus,377.49475,377.73600000000005,0.8608403123104532
you,122,train,AJJacobs_2007P,you/common_voice_en_117814.opus,359.7089375,359.76906249999996,4.0970581267174566e-05
make,125,train,AJJacobs_2007P,make/common_voice_en_10732317.opus,378.8160625,378.978,0.8880676329135895
was,121,train,AJJacobs_2007P,was/common_voice_en_19467161.opus,348.48281249999997,350.32487499999996,0.7986720450688154
other,128,train,AJJacobs_2007P,other/common_voice_en_493459.opus,400.4630625,400.64425,0.8380162219206492
know,127,train,AJJacobs_2007P,know/common_voice_en_27672.opus,397.099125,397.2396875,0.7711378931999207
change,129,train,AJJacobs_2007P,change/common_voice_en_565854.opus,404.58500000000004,404.82587500000005,0.9102775597323974
really,132,train,AJJacobs_2007P,really/common_voice_en_92652.opus,418.153875,418.3954375,0.8572138997915317
money,131,train,AJJacobs_2007P,money/common_voice_en_202347.opus,413.621625,413.822,0.8104123414494098
not,123,train,AJJacobs_2007P,not/common_voice_en_18581191.opus,361.49087499999996,366.194125,0.5101663808324701
you,130,train,AJJacobs_2007P,you/common_voice_en_491041.opus,406.903125,411.2355,0.8858453333377838
true,134,train,AJJacobs_2007P,true/common_voice_en_19531138.opus,435.083375,435.324,0.6793433417366449
the,126,train,AJJacobs_2007P,the/common_voice_en_434.opus,385.12343749999997,386.3443125,0.6000753817090299
actually,142,train,AJJacobs_2007P,actually/common_voice_en_17898453.opus,491.81462500000004,492.2570625,0.9103637933731079
the,136,train,AJJacobs_2007P,the/common_voice_en_19628721__2.opus,447.17768750000005,447.39862500000004,0.7993298634061251
twenty,135,train,AJJacobs_2007P,twenty/common_voice_en_553570.opus,442.973125,443.193625,0.8868789090351625
that,133,train,AJJacobs_2007P,that/common_voice_en_20381318.opus,422.6946875,422.8149375,0.9740982055664062
one,138,train,AJJacobs_2007P,one/common_voice_en_589475.opus,460.7849375,460.925375,0.7819799745255815
part,137,train,AJJacobs_2007P,part/common_voice_en_19969555.opus,454.86262500000004,455.0635625,0.8183949861675501
mid,144,train,AJJacobs_2007P,mid/common_voice_en_17977347.opus,507.366875,507.5471875,0.9520246320300632
could,145,train,AJJacobs_2007P,could/common_voice_en_21575853.opus,515.7933125,517.3560624999999,0.5602901154530728
that,140,train,AJJacobs_2007P,that/common_voice_en_657693.opus,477.85675,478.077125,0.6655090814026401
from,143,train,AJJacobs_2007P,from/common_voice_en_30266.opus,495.7843125,495.9245,0.8498439959117344
dressing,139,train,AJJacobs_2007P,dressing/common_voice_en_21354910.opus,472.2565,472.61706250000003,0.8442956260340806
and,141,train,AJJacobs_2007P,and/common_voice_en_19305193.opus,480.010125,486.30475,0.5692935787374154
the,148,train,AJJacobs_2007P,the/common_voice_en_552356.opus,535.87425,535.9544375,0.7516732460353523
places,147,train,AJJacobs_2007P,places/common_voice_en_19574576.opus,531.186125,531.586625,0.8926575177116319
bible,149,train,AJJacobs_2007P,bible/common_voice_en_20646049.opus,542.2123750000001,545.27975,0.8424234614219694
and,146,train,AJJacobs_2007P,and/common_voice_en_18714567.opus,522.1107499999999,522.2312499999999,0.8180699646472931
these,150,train,AJJacobs_2007P,these/common_voice_en_689374.opus,554.1873125,554.3478125,0.9595602080225945
recommend,156,train,AJJacobs_2007P,recommend/common_voice_en_135669.opus,595.6158125,595.978,0.9267565233943363
thought,152,train,AJJacobs_2007P,thought/common_voice_en_18480729.opus,564.451125,564.7115,0.6822808317024632
it's,155,train,AJJacobs_2007P,it’s/common_voice_en_72283.opus,591.4799375,591.7206874999999,0.6647171273934873
from,153,train,AJJacobs_2007P,from/common_voice_en_22354672.opus,571.8235000000001,571.9838125,0.8496874328702688
that,157,train,AJJacobs_2007P,that/common_voice_en_561518.opus,599.35375,603.5859999999999,0.999962717294693
you,154,train,AJJacobs_2007P,you/common_voice_en_520118.opus,581.23625,582.4386875,0.718183283095381
carried,162,train,AJJacobs_2007P,carried/common_voice_en_566853.opus,619.7225625000001,620.0034375,0.9315943505082812
years,151,train,AJJacobs_2007P,years/common_voice_en_20050392.opus,556.6236250000001,556.964375,0.8736231954056112
ultimate,163,train,AJJacobs_2007P,ultimate/common_voice_en_19195360.opus,626.95325,627.3149999999999,0.8305092545180943
seat,160,train,AJJacobs_2007P,seat/common_voice_en_21753393.opus,617.7076875,618.02875,0.8419444798491966
sat,158,train,AJJacobs_2007P,sat/common_voice_en_208314.opus,606.912625,610.2371875,0.8324416396526512
had,159,train,AJJacobs_2007P,had/common_voice_en_505635.opus,612.70125,612.8015,0.9722641110420227
and,161,train,AJJacobs_2007P,and/common_voice_en_17529862.opus,618.5458125,618.871625,0.7990164582151923
that,164,train,AJJacobs_2007P,that/common_voice_en_1737.opus,632.4285,636.176375,0.6678287641649755
did,168,train,AJJacobs_2007P,did/common_voice_en_19683230.opus,669.6435,669.764125,0.8250815483431021
bible,165,train,AJJacobs_2007P,bible/common_voice_en_79578.opus,639.8118750000001,640.072125,0.8092351669015793
think,167,train,AJJacobs_2007P,think/common_voice_en_17277193.opus,666.6865,668.0884374999999,0.6254703958857135
these,170,train,AJJacobs_2007P,these/common_voice_en_21305220.opus,682.824125,683.1245625,0.8828632517174507
that,173,train,AJJacobs_2007P,that/common_voice_en_13233.opus,703.4425,703.5632499999999,0.8427990141014258
was,169,train,AJJacobs_2007P,was/common_voice_en_20825818.opus,678.55825,678.7385625000001,0.919170382950041
that,172,train,AJJacobs_2007P,that/common_voice_en_21242645.opus,698.1521875,699.8996875,0.720722129335627
happiness,174,train,AJJacobs_2007P,happiness/common_voice_en_104978.opus,706.9020625,707.4225625,0.8506703118865306
i'm,177,train,AJJacobs_2007P,i’m/common_voice_en_18660626.opus,731.23525,731.35575,0.6501152031123638
that,166,train,AJJacobs_2007P,that/common_voice_en_56344.opus,661.5395625,661.639625,0.9811340212821961
and,171,train,AJJacobs_2007P,and/common_voice_en_19118351.opus,689.7426875,693.16575,0.8582074522972107
year,179,train,AJJacobs_2007P,year/common_voice_en_20555.opus,748.8019375,749.122875,0.5874935629381071
the,176,train,AJJacobs_2007P,the/common_voice_en_41110__2.opus,723.6640625,725.7894375,0.74959428834336
you,180,train,AJJacobs_2007P,you/common_voice_en_17875661.opus,753.734,753.8345625000001,0.8808643817901611
this,175,train,AJJacobs_2007P,this/common_voice_en_698097.opus,721.2989375,721.4591875,0.8378816060721874
idea,178,train,AJJacobs_2007P,idea/common_voice_en_39689.opus,736.001,740.9059375,0.9836815324696627
happened,182,train,AJJacobs_2007P,happened/common_voice_en_204491.opus,765.6268749999999,765.9675625,0.9041845447876874
communities,183,train,AJJacobs_2007P,communities/common_voice_en_19869620.opus,769.3438125,769.9246875,0.8947417615302677
idea,181,train,AJJacobs_2007P,idea/common_voice_en_609770.opus,758.5055625,758.7659375,0.9341478508252364
journey,184,train,AJJacobs_2007P,journey/common_voice_en_505830.opus,774.2918125,774.612875,0.9089088994078338
bible,185,train,AJJacobs_2007P,bible/common_voice_en_21766376.opus,785.8525625,786.19325,0.8709596777882647
that,188,train,AJJacobs_2007P,that/common_voice_en_138246.opus,814.2833125,814.884625,0.8189339591772296
and,186,train,AJJacobs_2007P,and/common_voice_en_129727.opus,789.9045,789.96475,0.9993579188982645
christianity,187,train,AJJacobs_2007P,christianity/common_voice_en_44246.opus,809.4813125000001,810.1228125,0.9137643785797991
wallis,195,train,AJJacobs_2007P,wallis/common_voice_en_21901827.opus,857.405625,857.8265,0.833255821395488
helping,193,train,AJJacobs_2007P,helping/common_voice_en_20600293.opus,846.4213125,847.8646875000001,0.7049831327270059
inspiring,194,train,AJJacobs_2007P,inspiring/common_voice_en_22347349.opus,852.8228124999999,853.385125,0.8701986033369654
did,192,train,AJJacobs_2007P,did/common_voice_en_17983233.opus,844.1681874999999,844.329125,0.797831897623837
you,191,train,AJJacobs_2007P,you/common_voice_en_41499.opus,839.6009375,839.7011875000001,0.6878453433513642
scientific,198,train,AJJacobs_2007P,scientific/common_voice_en_20960609.opus,875.117125,875.702,0.7744528537386314
much,196,train,AJJacobs_2007P,much/common_voice_en_18421941.opus,864.2339375,864.4140625,0.7778079569199892
grew,197,train,AJJacobs_2007P,grew/common_voice_en_19246173.opus,873.3568750000001,873.5374375,0.8117654025619332
and,190,train,AJJacobs_2007P,and/common_voice_en_19728494.opus,830.0900625,830.1701875,0.9922971278429031
which,189,train,AJJacobs_2007P,which/common_voice_en_20934449.opus,826.1171875,826.3373125,0.8661847685222959
separating,201,train,AJJacobs_2007P,separating/common_voice_en_19476300.opus,898.5170625,899.0980625,0.9028873410783615
how,199,train,AJJacobs_2007P,how/common_voice_en_16047932.opus,880.8311249999999,880.8912499999999,2.156654787199841e-06
why,202,train,AJJacobs_2007P,why/common_voice_en_17252390.opus,902.8310625,903.1524375,0.839827388306162
that,204,train,AJJacobs_2007P,that/common_voice_en_489312.opus,911.0106875,911.170875,0.9351012334227562
not,200,train,AJJacobs_2007P,not/common_voice_en_653599.opus,888.1540625,890.279375,0.7208426872467888
cake,208,train,AJJacobs_2007P,cake/common_voice_en_18246358.opus,929.519125,929.7598125000001,0.8869636704524804
and,203,train,AJJacobs_2007P,and/common_voice_en_535666__2.opus,907.0338750000001,907.1340625,0.957422423362732
mars,206,train,AJJacobs_2007P,mars/common_voice_en_22202671.opus,922.614,922.975,0.8928223744862609
martians,209,train,AJJacobs_2007P,martians/common_voice_en_605641.opus,934.6356875,935.0370625,0.9751006960868835
top,205,train,AJJacobs_2007P,top/common_voice_en_92885.opus,919.64575,919.84625,0.8828538315487094
one,207,train,AJJacobs_2007P,one/common_voice_en_21774309.opus,925.625125,925.786,0.7557669196394272
irrational,211,train,AJJacobs_2007P,irrational/common_voice_en_17390267.opus,944.6336875000001,945.296,0.8034243092062586
shall,214,train,AJJacobs_2007P,shall/common_voice_en_19267577.opus,959.726125,960.0474375,0.8266210863063677
choose,217,train,AJJacobs_2007P,choose/common_voice_en_18412546.opus,977.223125,977.5439375000001,0.7913839122923889
are,210,train,AJJacobs_2007P,are/common_voice_en_90734.opus,942.98925,943.2295624999999,0.8914487957958266
will,218,train,AJJacobs_2007P,will/common_voice_en_21884674.opus,983.8656249999999,984.0263124999999,0.9572031497955322
picking,216,train,AJJacobs_2007P,picking/common_voice_en_18543925.opus,972.8365,973.117875,0.9570651309830802
that,212,train,AJJacobs_2007P,that/common_voice_en_19560771.opus,949.5250625,949.6865625,0.8275262638926506
dismissed,213,train,AJJacobs_2007P,dismissed/common_voice_en_670237.opus,955.6911249999999,956.192875,0.9963495826721191
picking,219,train,AJJacobs_2007P,picking/common_voice_en_555270.opus,988.8561875,989.0965625,0.8024140236278375
bible,215,train,AJJacobs_2007P,bible/common_voice_en_561755.opus,964.8839375,971.4588125,0.7415581529960036
i've,220,train,AJJacobs_2007P,i’ve/common_voice_en_476686.opus,993.68575,996.6126875,0.8801064398139715
parts,221,train,AJJacobs_2007P,parts/common_voice_en_19827883.opus,1001.5615,1007.6292500000001,0.8060233652448425
parts,226,train,AJJacobs_2011P,parts/common_voice_en_20114789.opus,23.916875,24.27775,0.9437729319971468
about,222,train,AJJacobs_2007P,about/common_voice_en_19943778.opus,1008.6570625,1009.163625,0.944431393146658
encyclopedia,227,train,AJJacobs_2011P,encyclopedia/common_voice_en_220603.opus,32.739125,33.460499999999996,0.8660001423753177
and,224,train,AJJacobs_2007P,and/common_voice_en_118265.opus,1022.80525,1022.9660624999999,0.7280988161888686
good,225,train,AJJacobs_2011P,good/common_voice_en_17910664.opus,18.9284375,19.088625,0.7707825675606728
had,229,train,AJJacobs_2011P,had/common_voice_en_11202.opus,57.5280625,57.7089375,0.8853448227875762
very,223,train,AJJacobs_2007P,very/common_voice_en_18726912.opus,1014.0044375,1014.2046250000001,0.8028264710621442
image,228,train,AJJacobs_2011P,image/common_voice_en_19946604.opus,40.1556875,40.3964375,0.8605037573724985
after,230,train,AJJacobs_2011P,after/common_voice_en_539716.opus,60.191375,60.411875,0.8941216567023234
way,231,train,AJJacobs_2011P,way/common_voice_en_18089020.opus,70.4105,70.5510625,0.8569642787455061
you,235,train,AJJacobs_2011P,you/common_voice_en_504756__2.opus,96.21381249999999,96.3143125,0.9929957985877991
and,232,train,AJJacobs_2011P,and/common_voice_en_629097.opus,79.22875,79.3489375,0.8372649575273196
decided,233,train,AJJacobs_2011P,decided/common_voice_en_692738.opus,84.2105625,84.49131249999999,0.9022445426588612
growing,234,train,AJJacobs_2011P,growing/common_voice_en_18550051.opus,89.552625,89.97312500000001,0.9460266908974972
the,237,train,AJJacobs_2011P,the/common_voice_en_17377157__2.opus,110.5949375,110.7558125,0.8494118228554726
living,239,train,AJJacobs_2011P,living/common_voice_en_22205502.opus,128.358375,128.860125,0.859726050801718
them,236,train,AJJacobs_2011P,them/common_voice_en_17728029.opus,105.492875,105.6334375,0.9949388674327305
was,240,train,AJJacobs_2011P,was/common_voice_en_21348827.opus,133.6613125,133.821625,0.8750555330188945
eat,242,train,AJJacobs_2011P,eat/common_voice_en_535436.opus,149.21699999999998,149.35774999999998,0.9916594624519348
couple,238,train,AJJacobs_2011P,couple/common_voice_en_18508330.opus,122.76825,125.11,0.8176539861680274
like,245,train,AJJacobs_2011P,like/common_voice_en_75585.opus,176.2104375,176.411125,0.9205717861652374
this,243,train,AJJacobs_2011P,this/common_voice_en_22215644.opus,162.5295,162.6095625,8.472526383229706e-05
and,241,train,AJJacobs_2011P,and/common_voice_en_17273811.opus,141.217625,144.2854375,0.9426644444465637
part,248,train,AJJacobs_2011P,part/common_voice_en_20133316.opus,200.9993125,201.202,0.7921045291237533
danish,249,train,AJJacobs_2011P,danish/common_voice_en_20597715.opus,203.8433125,204.304,0.9235279930795989
are,247,train,AJJacobs_2011P,are/common_voice_en_21162611.opus,192.1730625,192.25324999999998,0.9189073890447617
you,244,train,AJJacobs_2011P,you/common_voice_en_577906.opus,164.351375,169.5565,0.9830034971237183
all,246,train,AJJacobs_2011P,all/common_voice_en_698813.opus,188.73831249999998,188.8784375,0.9642536810466221
there,252,train,AJJacobs_2011P,there/common_voice_en_2020943.opus,219.90275,220.20343749999998,0.8926142608126004
looked,256,train,AJJacobs_2011P,looked/common_voice_en_18109778.opus,260.5309375,260.731375,0.8587307035923004
but,254,train,AJJacobs_2011P,but/common_voice_en_19820722.opus,230.775875,230.9964375,0.9089255411765241
and,251,train,AJJacobs_2011P,and/common_voice_en_210310.opus,217.1024375,217.3235,0.7940494497306645
from,255,train,AJJacobs_2011P,from/common_voice_en_560344.opus,239.0138125,241.016875,0.8685818817466497
just,250,train,AJJacobs_2011P,just/common_voice_en_511729.opus,212.720625,212.901,0.9702190028296577
that,253,train,AJJacobs_2011P,that/common_voice_en_18319915.opus,226.23487500000002,226.47650000000002,0.914272204041482
